#url-source-assignments format=1 generator=Gates.UrlCensusInput input-sha256=a5aa827f544f9077912dc1553cfd9025b6afa4e996460074b5f67d83e0f3c805 candidates=1473
#ordinal	kind	byte-start	byte-end	span-sha256	label	section	owner	reason
#input spans-sha256=444f54d5563bb8f21d04866cfc4e9dcc4ef7e1ccb380afb6f414f1b6153c23e2
#input explanations-sha256=6cd87e7a3e9e246692fc36cc52f41ed5834a45d5f66b569442c30c0cf87b7466
#input dispositions-sha256=766a539e43db1909506a938bdcb156111535a8189c542e2529885f31b6224a90
#input overrides-sha256=c2ce025fde1d98c03c28f6818269e8ab21d5e13e43a4aa4ec8e3a3339182e81c
#input dependencies-sha256=2fb67b7f4e4cab820b69a8b5125929e75b882c9e061f5323eff40cff0d5350b8
#input externals-sha256=492ba571becb2eadd939d74ff28c6689bcc0d09b1e6e661025d7f4621955a6ad
528	prose	59845	59950	07271e30f2056e0b8210c964ada2625427d10224e7ee8d045d8e1457b7647576	Prepend n % 256, serialized, to output.	host-serializing	op.ipv4-serializer	
529	prose	59954	60033	363dd6cafdbe4101c18ae4445ef0634fff18279dd4c79e1819bc674d63b6ab68	If i is not 4, then prepend U+002E (.) to output.	host-serializing	op.ipv4-serializer	
530	prose	60037	60089	d648ae0f56c2600828538fe8b6486d68c47a4d156b3abaf847359b7b287da415	Set n to floor(n / 256).	host-serializing	op.ipv4-serializer	
531	prose	60101	60130	e7784b53b9dc14a1b3d18a96c1551a2dccb86a3817307a215fc682e7b06bedcb	Return output.	host-serializing	op.ipv4-serializer	
532	algorithm	60144	61716	1c5f61ee12a082df3603ab2f5690b20ab8ebacb33537b3e0691174ab5b9d03e9	concept-ipv6-serializer	host-serializing	op.ipv6-serializer	
533	prose	60160	60333	4d6bceca3b3e14a40322183fe6efdd227064e675f61553c18550bb9d45083c7d	The IPv6 serializer takes an IPv6 address address and then runs these steps. They return an ASCII string.	host-serializing	op.ipv6-serializer	
534	definition	60167	60220	c12e756907d461ee1b650fa07ca0bf7681b2a9cfb66fc2a45fdaee075daeeb8f	concept-ipv6-serializer	host-serializing	op.ipv6-serializer	
535	list	60333	61579	e0911c099dd85098442162c81fe374afbcbafccef49e762cb62de139fc68e36d	ol	host-serializing	op.ipv6-serializer	
536	prose	60343	60391	3c8b907aad52670286d248164e7fbd9d71a02798ce8a7e702a005cb2abd89b23	Let output be the empty string.	host-serializing	op.ipv6-serializer	
537	prose	60395	60529	d5f85f5e6886801ced0f2af41208e808349a558b252249516e881595c069281a	Let compress be the result of finding the IPv6 address compressed piece index given address.	host-serializing	op.ipv6-serializer	
538	prose	60533	60571	194f4a3f8b213d4f8cda18fd719bbb76be4386c35375b81661c421938d2b3683	Let ignore0 be false.	host-serializing	op.ipv6-serializer	
539	prose	60578	60716	d3843f28974e7212390f78e0fd01fab6b37c640627989917528d15c2edbb754d	For each pieceIndex of address's pieces's indices:	host-serializing	op.ipv6-serializer	
540	list	60716	61538	d281899cdb866f2b41642ef0687969873e149048cc7f239c77552ddaab430efd	ol	host-serializing	op.ipv6-serializer	
541	prose	60728	60856	eddb3e283fc8e2b86a5c51bbdd43813cab080489b57d304cf4e9825325d9e93d	If ignore0 is true and address[pieceIndex] is 0, then continue.	host-serializing	op.ipv6-serializer	
542	prose	60860	60942	09369b70fe141a3f34252e92eb7e2f4c5d491f6cbedec8e50507bbd2a81558c6	Otherwise, if ignore0 is true, set ignore0 to false.	host-serializing	op.ipv6-serializer	
543	prose	60951	61014	b70894380b195363a728af92393499236664321d3273fcc0aad04baf0be4058a	If compress is pieceIndex, then:	host-serializing	op.ipv6-serializer	
544	list	61014	61286	363e8d283b0836edd72ca28849d8fbb2d7393a2de20751906f084600aeb970a7	ol	host-serializing	op.ipv6-serializer	
545	prose	61028	61141	c753992e3cd3c0f7ab7195b94c8daaec2ea381099b139193b72272f74cfb05a6	Let separator be "::" if pieceIndex is 0; otherwise U+003A (:).	host-serializing	op.ipv6-serializer	
546	prose	61145	61204	acb18aa8daac65315c6bbc99c64acc1b57fa1e5151a26a7a78253be1cf026688	Append separator to output.	host-serializing	op.ipv6-serializer	
547	prose	61208	61281	41f1f1fd7e682da47d130aa39876a7219bb4521af7a75f3eeb24011f5da0c529	Set ignore0 to true and continue.	host-serializing	op.ipv6-serializer	
548	prose	61295	61444	bf7dbe9b0b880abfce7ffe0ae81f01d23f72db5132c84699e9e4231714a0cfe4	Append address[pieceIndex], represented as the shortest possible lowercase hexadecimal number, to output.	host-serializing	op.ipv6-serializer	
549	prose	61448	61533	195e3c467c3e1d2403e01838779b959ecea256947840e364bc2d8507859a6a74	If pieceIndex is not 7, then append U+003A (:) to output.	host-serializing	op.ipv6-serializer	
550	prose	61545	61574	e7784b53b9dc14a1b3d18a96c1551a2dccb86a3817307a215fc682e7b06bedcb	Return output.	host-serializing	op.ipv6-serializer	
551	prose	61581	61710	6c951c0b6c5f83add7ed1e0c571fed2aab4976d3a7a15bb80a596648dd5715da	This algorithm requires the recommendation from A Recommendation for IPv6 Address Text Representation. [[RFC5952]]	host-serializing	op.ipv6-serializer	
552	algorithm	61718	63065	0b4a3001f9497b1a2de60b0933a0266e0afa2acf8b1c8cadaa401d2fbfee7075	find the IPv6 address compressed piece index	host-serializing	op.ipv6-compressed-piece-index	
553	prose	61734	61852	10d41b046f15f1a4e44d07e9d4f7ee3f5c16c0e9774dbb44bd78364386e89723	To find the IPv6 address compressed piece index given an IPv6 address address:	host-serializing	op.ipv6-compressed-piece-index	
554	definition	61740	61795	d334a2468ef3abbcce5f2ea16595074b2ac51f17a1f3a9a14dbc1936913c191e	find the IPv6 address compressed piece index	host-serializing	op.ipv6-compressed-piece-index	
555	list	61852	62956	60fdc827c0d1dafccfbcd12ecc43fda50c8a53632f278b1205730d8e1f75da5f	ol	host-serializing	op.ipv6-compressed-piece-index	
556	prose	61862	61904	c59582ab53e089b3590753970efdb94824cb79e205b80899ba89fb75f34e248b	Let longestIndex be null.	host-serializing	op.ipv6-compressed-piece-index	
557	prose	61908	61946	27617967f646214f2025c379535ad338b9ced0ad9d80ab8d59dddbcd41c83637	Let longestSize be 1.	host-serializing	op.ipv6-compressed-piece-index	
558	prose	61950	61990	fb024f81a1449ad065209e44402ad8e38b54bf8de4cc51efacb20e759531729f	Let foundIndex be null.	host-serializing	op.ipv6-compressed-piece-index	
559	prose	61994	62030	2b576ad8541f0bd1301f4383da51f7e8a0abcc98d871d48ac7a488202ee441b0	Let foundSize be 0.	host-serializing	op.ipv6-compressed-piece-index	
560	prose	62037	62176	586523c7d297dacbf27c257bd55f724c1d12002b5d9d41cbd518dfa7304ff00b	For each pieceIndex of address's pieces's indices:	host-serializing	op.ipv6-compressed-piece-index	
561	list	62176	62800	228d27c8e57036fe14cd385db4285e91611ba17a142e5d96fe77c5ad54d4ae8b	ol	host-serializing	op.ipv6-compressed-piece-index	
562	prose	62193	62291	5c3e9c57ea8bf8a99b705b41b34ed13c93e8c4de62d5c73bcc9f4d04f88d942a	If address's pieces[pieceIndex] is not 0:	host-serializing	op.ipv6-compressed-piece-index	
563	list	62291	62587	e7f2c59201f3b556d16991766412bb48772a0c0cb7cefdb36d729b030db8dfc2	ol	host-serializing	op.ipv6-compressed-piece-index	
564	prose	62305	62498	21dd39ecb85e77dbb15c8458516dd8145629053eb27c6cbe326b292bebf45646	If foundSize is greater than longestSize, then set longestIndex to foundIndex and longestSize to foundSize.	host-serializing	op.ipv6-compressed-piece-index	
565	prose	62601	62620	6bfa1aecea7eef4a64a5f8d605ecc4051d2c2d98555c1eb8fb8e8b47e75b89c7	Otherwise:	host-serializing	op.ipv6-compressed-piece-index	
566	list	62620	62792	9361b5487f5aa4d3591db082ccbcc648c46cf7b0771842397c3977018a935a12	ol	host-serializing	op.ipv6-compressed-piece-index	
567	prose	62634	62739	74ad8d8d84c3d3ef6d8dff0b00bf4872f3e3ed56b2650507dc7305ac361e8671	If foundIndex is null, then set foundIndex to pieceIndex.	host-serializing	op.ipv6-compressed-piece-index	
568	prose	62743	62787	eeef4816587bd785251e8fd0a2267ea7ed4ccbbf1f859c1c89fb1ed5d4cbc309	Increment foundSize by 1.	host-serializing	op.ipv6-compressed-piece-index	
569	prose	62807	62912	0c97c38fe979a65867775b22e368f2d46bd9fed6e88149e2437d3453a1a49933	If foundSize is greater than longestSize, then return foundIndex.	host-serializing	op.ipv6-compressed-piece-index	
570	prose	62916	62951	9d73b445d14e7ad2681ae6c72937f2f4ef764c0e0923f41433610e43acd1ebc5	Return longestIndex.	host-serializing	op.ipv6-compressed-piece-index	
571	prose	62958	63059	92e3a82f4d010c05351c421c5e242162e79232bbb665584c36098d57d7d75e5a	In 0:f:0:0:f:f:0:0 it would point to the second 0.	host-serializing	op.ipv6-compressed-piece-index	
572	heading	63068	63113	70a634335b23ad257d3264804c0728e0fd7a1b4ee9374fa64399e77b8d591438	Host equivalence	host-equivalence	-	structural heading
573	algorithm	63115	63358	984b1889f4f03c112401ade675f2a5b5dd67b28aea888aea3fb8bbb47216ce63	concept-host-equals	host-equivalence	op.host-equality	
574	prose	63131	63352	549a7bc8ef629c840c8108c5658b0f7f1dc71122cf28e8b1f23111091ac638fa	To determine whether a host A equals host B, return true if A is B, and false otherwise.	host-equivalence	op.host-equality	
575	definition	63188	63253	89351067dc9eea05b1638b9fe5cfd1ef0428aa467f7a137b0484065ce8d5c839	concept-host-equals	host-equivalence	op.host-equality	
576	prose	63360	63761	af3e1a918cbff320d502355c357f26144732b8e8f1fda40db00f8c28052cf939	Certificate comparison requires a host equivalence check that ignores the trailing dot of a domain (if any). However, those hosts have also various other facets enforced, such as DNS length, that are not enforced here, as URLs do not enforce them. If anyone has a good suggestion for how to bring these two closer together, or what a good unified model would be, please file an issue.	host-equivalence	-	The class=XXX certificate-comparison discussion identifies an external use requiring different equivalence and DNS constraints, and asks for future design input. It does not change op.host-equality; its trailing-dot distinction remains a boundary witness.
577	heading	63761	63782	f4ebec980bc65a8500af93049867f81ccf524042801a710e0ba6065c81829517	URLs	urls	-	structural heading
578	prose	63886	64016	bde89e93879fd35a04811dd70e37a22545262cd38ce0ee38373bd4828dd00695	At a high level, a URL, valid URL string, URL parser, and URL serializer relate as follows:	urls	rule.url-operation-contracts	
579	list	64016	64834	a338b4d2f17b1be1ac0fcf1e5dc1491598e75d8e80b58d82a28a288f524e2566	ul	urls	rule.url-operation-contracts	
580	prose	64026	64210	c18c715b355fd9fa30c642a00cab0c4699b09ee88175b3e21838c987aa1b685b	The URL parser takes an arbitrary scalar value string and returns either failure or a URL. It might also record zero or more validation errors.	urls	rule.url-operation-contracts	
581	prose	64214	64283	f400978d8669be8706793b2ee87d9542825d47fcb56966c0df7f9bd74f8a6717	A URL can be seen as the in-memory representation.	urls	rule.url-operation-contracts	
582	prose	64287	64489	44a53baa7864dae09dcdb659ac22478d8c8fd52c51ab964d2cb4ba89de073f5b	A valid URL string defines what input would not trigger a validation error or failure when given to the URL parser. I.e., input that would be considered conforming or valid.	urls	rule.url-operation-contracts	
583	prose	64493	64829	17768f4d52f661b293e8f2b2f515cabeac527a4863a79ccd3fee0a18e30ee5f0	The URL serializer takes a URL and returns an ASCII string. (If that string is then parsed, the result will equal the URL that was serialized.) The output of the URL serializer is not always a valid URL string.	urls	rule.url-operation-contracts	
584	table	64880	67431	1634c57da670a2145bccc70dad53f336cb84fb0116ffe538898b69cedf5ee0b3	table	urls	-	Finite URL parse/serialize examples and their serialized base/output notation. Retain as contract witnesses for op.url-parser, op.url-serializer and rule.url-operation-contracts, with validation errors distinct from failure.
585	prose	67434	67560	a884b7be526e3acbb554f5404b1bff9ea1a1d187bc200fa634c66a5208dc5fbb	The base and output URL are represented in serialized form for brevity.	urls	-	Finite URL parse/serialize examples and their serialized base/output notation. Retain as contract witnesses for op.url-parser, op.url-serializer and rule.url-operation-contracts, with validation errors distinct from failure.
586	heading	67569	67618	1ae75d5aff5101b16223a0c64610505f106470d3c622028e4f621940b6b6261a	URL representation	url-representation	-	structural heading
587	prose	67620	67852	d5252c16a96ff3184d7b471a78edbaae2d3f2cc20fab456feba283f69e9e89e5	A URL is a struct that represents a universal identifier. To disambiguate from a valid URL string it can also be referred to as a URL record.	url-representation	type.url-record	
588	definition	67625	67681	e2ee9990e821ee58a38fa905fb0ac2911a908c67f13ba264e3b69f4ef8d7d0b5	concept-url	url-representation	type.url-record	
589	prose	67852	68145	5c18e3d0d31daa905ec79e14d27308ee40d382c420eb30bac8f1faec6f533ec5	A URL's scheme is an ASCII string that identifies the type of URL and can be used to dispatch a URL for further processing after parsing. It is initially the empty string.	url-representation	slot.url-scheme	
590	definition	67876	67930	a5610bc822ebbc834df7699f65b2f759aff9c0924b280a27bf67de5ff48479ca	concept-url-scheme	url-representation	slot.url-scheme	
591	prose	68145	68313	e33cb4d71da6bfbfc2986cec2923aa2b9019563ccb53f23f3363e86e2f21ecf3	A URL's username is an ASCII string identifying a username. It is initially the empty string.	url-representation	slot.url-username	
592	definition	68169	68227	eea2ad300e359f3be62f1bcf2cb644357e17054d790809c060cc5b34fc1c213b	concept-url-username	url-representation	slot.url-username	
593	prose	68313	68481	47fbbac2193fc95959e34976e56a0c874c5ed5f9c57d453ffc6f85127a678ece	A URL's password is an ASCII string identifying a password. It is initially the empty string.	url-representation	slot.url-password	
594	definition	68337	68395	a72c793098a2d8e273a3d3441b58b1ef1451a693fefe03976cdeb2729ce0c25b	concept-url-password	url-representation	slot.url-password	
595	prose	68481	68611	f65166c0a0d1d5caa08b4da1aefcde6cf2e5c5055e6a0d1a7d24498a6331a2b9	A URL's host is null or a host. It is initially null.	url-representation	slot.url-host	
596	definition	68505	68555	8e42256125bc3616452cc0b89cb5d87eee660119910c42fc986ff7c08b0e542c	concept-url-host	url-representation	slot.url-host	
597	prose	68631	68748	e0d49b5c8b11d29e64c26b20655322c60247aa41f219ee6506ada0c3fd81941c	The following table lists allowed URL's scheme / host combinations.	url-representation	rule.url-scheme-host-combinations	
598	table	68748	69313	e75dc270623c1617e94df09e4c329f676e86aad6290ebf91421581a6aa3b9f68	table	url-representation	rule.url-scheme-host-combinations	
599	prose	69322	69512	a0eb20d3512fa67a5db06f46716251d6d9777260f9ab82f4206ac78ea46b7dbd	A URL's port is either null or a 16-bit unsigned integer that identifies a networking port. It is initially null.	url-representation	slot.url-port	
600	definition	69346	69396	4470aeddef9eb51239d4c023288897c5fbb8804858e53567b47ae6265b4aca86	concept-url-port	url-representation	slot.url-port	
601	prose	69512	69726	b5ec8060b0103260ec67224d28d6954abb83b22165e588440348e405b0b5f1fd	A URL's path is a URL path, usually identifying a location. It is initially « ».	url-representation	slot.url-path	
602	definition	69536	69641	2ba38174f08fcdbe54b86ddc34baa5c38059c1d7b2d80a9c9aeb0fbd1a73e31d	concept-url-path	url-representation	slot.url-path	
603	prose	69726	69902	75a0494b52868ff863b6c3193dd4abd8997046018f049c2c88f0fb46d0d66996	A special URL's path is always a list, i.e., it is never opaque.	url-representation	rule.special-url-path-is-list	
604	prose	69902	70044	5b003e5479e68982f0efc514ec83f84498f33f4422f3147fca6ca8ae8c2b1263	A URL's query is either null or an ASCII string. It is initially null.	url-representation	slot.url-query	
605	definition	69926	69978	045e826ef9d41f66c59185cb0ecca46ab96a5f34116d63b851bc12c34b038f75	concept-url-query	url-representation	slot.url-query	
606	prose	70044	70297	be6abe0ab4e322251730d892ba25b55fd9c5cc4706bbaf21970ddc6073cf319f	A URL's fragment is either null or an ASCII string that can be used for further processing on the resource the URL's other components identify. It is initially null.	url-representation	slot.url-fragment	
607	definition	70068	70126	d63060ff28cb81781d63ab43fa34da8ce8599d1ef3babe0b2875fd2dd6e3172e	concept-url-fragment	url-representation	slot.url-fragment	
608	prose	70297	70486	e0f7723eebce7ec3839f6fb4611ffd83e545c82778989d6b7aa46df65a505556	A URL also has an associated blob URL entry that is either null or a blob URL entry. It is initially null.	url-representation	slot.url-blob-entry	
609	definition	70342	70408	6a73be6bac4615603bcedc282b985c51c092b433025b16ca128e8eb91f78db8b	concept-url-blob-entry	url-representation	slot.url-blob-entry	
610	prose	70486	70786	3df1c991d80eff7fc548606de8a62b929712442ebccc281a44b48a908e6d642d	This is used to support caching the object a "blob" URL refers to as well as its origin. It is important that these are cached as the URL might be removed from the blob URL store between parsing and fetching, while fetching will still need to succeed.	url-representation	type.url-record	
611	prose	70833	71161	cee0031954ca2ac1184782daea5fec25e413c70bdd4914d53222ff388db46c5e	The following table lists how valid URL strings, when parsed, map to a URL's components. Username, password, and blob URL entry are omitted; in the examples below they are the empty string, the empty string, and null, respectively.	url-representation	type.url-record	
612	table	71161	72192	07019474b28496a397c4e1626cc136a29bf92f83db2bdf070b28b9f507af0959	table	url-representation	type.url-record	
613	prose	72207	72341	b85b13235dcfb0d6fa4e4bbc37ba72000caf842f6ab5ee6cd12d0cf469e4bd8b	A URL path is either a URL path segment or a list of zero or more URL path segments.	url-representation	type.url-path	
614	definition	72212	72238	defde784190280e9f22fa1c148049597cdfb0606aa060f979493bc858ba99539	URL path	url-representation	type.url-path	
615	prose	72341	72491	b398c2dfa95d2d5d1c68995c1fc880ed15a63891a61ca5513553f5af4b9eef8b	A URL path segment is an ASCII string. It commonly refers to a directory or a file, but has no predefined meaning.	url-representation	type.url-path-segment	
616	definition	72346	72380	2b61dd00b3a412080b4815250e591660d1bce0dd108c15f559075996e6fbf180	URL path segment	url-representation	type.url-path-segment	
617	prose	72491	72769	b0bf578164413405b87ad9d32df3103d510b2722efd9d93d244de72fbf7cfc4e	A single-dot URL path segment is a URL path segment that is "." or an ASCII case-insensitive match for "%2e".	url-representation	op.single-dot-path-segment	
618	definition	72496	72603	bd204795b985da8e9ff5a42d0a3f6c51e4ba636fd3928be824ea831b2f80e072	single-dot-path-segment	url-representation	op.single-dot-path-segment	
619	prose	72769	73091	b01e070d60c9405e47c5b1f7d9e62a9ab6c06ea80eea34c4418b2fd22ddef36d	A double-dot URL path segment is a URL path segment that is ".." or an ASCII case-insensitive match for ".%2e", "%2e.", or "%2e%2e".	url-representation	op.double-dot-path-segment	
620	definition	72774	72884	6458a2a58a262b8d50d1f40a415be8117e92d69fd813dfb73442612825b1496f	double-dot-path-segment	url-representation	op.double-dot-path-segment	
621	heading	73091	73138	55319059bce9ba345fdcb4fda691746235c9d86e41a8b7b9bb8579fb1360764e	URL miscellaneous	url-miscellaneous	-	structural heading
622	prose	73140	73442	f78c144dfb8c80a1680514d6081cdb67a4298a0d7159f72390af37c7f2b8217f	A special scheme is an ASCII string that is listed in the first column of the following table. The default port for a special scheme is listed in the second column on the same row. The default port for any other ASCII string is null.	url-miscellaneous	rule.special-schemes-and-default-ports	
623	definition	73145	73177	3d9b7dccf741566afe04cf63dd53b311f5ea1371f9cd714121e6e63ce8d57a1f	special scheme	url-miscellaneous	rule.special-schemes-and-default-ports	
624	definition	73267	73297	98cc6e16d545817185e8b79272973c0eb303ab1b7aa2cc23b5ebcbacd606dfeb	default port	url-miscellaneous	rule.special-schemes-and-default-ports	
625	table	73442	73729	1c8173b6530b738ce92a5c9cc147c826bea419f14e8af8a8d982c8652b2d9c8f	table	url-miscellaneous	rule.special-schemes-and-default-ports	
626	prose	73731	73946	487adc6f0d33f34de83aa4eab1fdacda3909117f1790340cdeaa56616e0e66af	A URL is special if its scheme is a special scheme. A URL is not special if its scheme is not a special scheme.	url-miscellaneous	op.url-is-special	
627	definition	73753	73781	a9800c24992be1d96db347b5e50228338a20b113b15ea159d1151ba32e44b3dd	is special	url-miscellaneous	op.url-is-special	
628	definition	73858	73883	d54b0335aa6a1637f99025a84f58da93468407861648f25c48aad863ea82d0df	is not special	url-miscellaneous	op.url-is-special	
629	prose	73946	74165	d1c35c7e1ac2861bbc2c300f248ce23c66701757b7c29dac0c2341dcbd3e5d6a	A URL includes credentials if its username or password is not the empty string.	url-miscellaneous	op.url-includes-credentials	
